,Project,Month Year,Minutes Saved,Business Case,Total Time Saved (hrs),Tracking Cadence,Tracking Cadence-1,Event Count,Effort,Manual Time (mins),Dev Cost (mins)
563,LDAP lookup module,4/1/2020,0.0,Reusable code for automation toolbelt - adds ability to query LDAP source data.,0,Monthly,,0.0,,0.0,
564,Windows AD Account Mgmt,6/1/2021,0.0,"Creates Windows AD account, and adds permissions",WIP,TBD,TBD,0.0,Windows AD Account Mgmt,0.0,0
565,RingCentral User Termination,12/1/2021,0.0,Terminates office user in RingCentral telephony platform at associate departure,WIP,TBD,TBD,0.0,,0.0,
566,LDAP-Rover Syncs,6/1/2020,0.0,"Syncs some IT LDAP groups to Rover. Prevents manual search, copy/paste across many groups",0,daily,,0.0,,0.0,
567,RingCentral User Termination,11/1/2021,0.0,Terminates office user in RingCentral telephony platform at associate departure,WIP,TBD,TBD,0.0,,0.0,
568,SFDC Account Terminations,2/1/2020,0.0,GSS SFDC account terminations for departed users,WIP,TBD,TBD,0.0,,0.0,
569,MPaaS+ General Support Request,2/1/2021,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ general support/issues,28,,Monthly,0.0,,0.0,
570,sn_tableau_ldap,8/1/2020,0.0,Fully orchestrated Tableau LDAP requests,1080.8,Monthly,Monthly,0.0,sn_tableau_ldap,7.0,0
571,Pushmail Ticket Deflection,10/1/2021,91.0,deflection of non-actionable pushmail certificate requests submitted to IT Support triage,19.6,Monthly,Monthly,13.0,Pushmail Ticket Deflection,7.0,0
572,LDAP-Rover Syncs,5/1/2020,0.0,"Syncs some IT LDAP groups to Rover. Prevents manual search, copy/paste across many groups",0,daily,,0.0,,0.0,
573,Tableau LDAP,9/1/2020,10280.0,Creates and permissions Tableau users upon request,1475,Monthly,Monthly,1285.0,Tableau LDAP,8.0,0
574,Mail Alias,2/1/2020,1208.0,Automated provisioning of a mail alias (if available) as requested via ServiceNow webform,188.13,Monthly,Monthly,151.0,Mail Alias,8.0,
575,Rehire Associate Check,8/1/2020,108.0,Identifies re-hired associates; reactivates BlueJeans accounts to avoid manually reacting,28.8,daily,daily,9.0,Rehire Associate Check,12.0,1440
576,SFDC Account Terminations,11/1/2020,0.0,GSS SFDC account terminations for departed users,WIP,TBD,TBD,0.0,,0.0,
577,MPaaS+ General Support Request,11/1/2021,432.0,Citizen Developed ServiceNow form and workflow for MPaaS+ general support/issues,28,,Monthly,0.0,,0.0,
578,Humanity Schedule Bot,9/1/2020,22.5,"Google Hangouts Chat bot identifies on-shift support (who is the Queue Manager, CLT Agent on call...)",13.46,daily,daily,9.0,Humanity Schedule Bot,2.5,1440
579,RingCentral User Deployment,9/1/2020,0.0,Deploys new office user to RingCentral telephony platform at associate on-boarding,17.5833,TBD,Monthly,0.0,RingCentral User Deployment,5.0,6660
580,Tableau API Token Refresher,6/1/2020,35.0,Refreshes Tableau API access token to prevent lockout,9.22,Monthly,Monthly,5.0,Tableau API Token Refresher,7.0,3240
581,ggroupMembership,9/1/2020,0.0,"App to assist GES engineers with an SME only task, querying Google Group membership",9.6,,monthly,0.0,ggroupmembership,0.0,
582,Mail Alias,8/1/2020,888.0,Automated provisioning of a mail alias (if available) as requested via ServiceNow webform,188.13,Monthly,Monthly,111.0,Mail Alias,8.0,
583,GWS' Weekly Email Reminders,10/1/2021,0.0,sends scheduled email reminders for GWS (fridge cleanout and snack time),0,Monthly,Monthly,0.0,,0.0,
584,LDAP Service Group,1/1/2020,0.0,Deprecated form/workflow; See J19 - Tableau ServiceGroups values,0,Monthly,,0.0,,0.0,
585,Google Team Drive,5/1/2021,465.0,Scripted creation of Google Team Drive requests (trequested by ServiceNow webform submission),89.25,Monthly,Monthly,31.0,Google Team Drive,15.0,0
586,NHO Prep Tasks,8/1/2020,0.0,Expedites the preparation phase for GES NHO tasks,WIP,TBD,TBD,0.0,,0.0,
587,sn_tableau_ldap,10/1/2020,3311.0,Fully orchestrated Tableau LDAP requests,1080.8,Monthly,Monthly,473.0,sn_tableau_ldap,7.0,0
588,Autolist KB Daily Update,5/1/2020,0.0,Updates the ServiceNow KnowledgeBase daily to populate a list of automated Mailing Lists,blocked,TBD,TBD,0.0,Autolist KB Daily Update,0.0,
589,LDAP Service Group,5/1/2021,0.0,Deprecated form/workflow; See J19 - Tableau ServiceGroups values,0,Monthly,,0.0,,0.0,
590,DBA - Redshift Account Deployment,1/1/2021,690.0,Automation of database account requests for the AWS Redshift Database,153,Monthly,Monthly,92.0,DBA - Redshift Account Deployment,7.5,0
591,NGDC Service Catalog Item,4/1/2020,0.0,NextGen Data Center ServiceNow webform and workflow with RESTful API Ansible Tower call,13,,Daily,0.0,,0.0,
592,Mailing Lists,3/1/2021,4000.0,Automatically provisions a mailing list as requested via ServiceNow webform,783.67,Monthly,Monthly,200.0,Mailing Lists,20.0,
593,Tableau API Token Refresher,8/1/2021,28.0,Refreshes Tableau API access token to prevent lockout,9.22,Monthly,Monthly,4.0,Tableau API Token Refresher,7.0,3240
594,Google Calendar Creation,9/1/2020,0.0,Automation of approved Google Calendar requests via ServiceNow form,WIP,TBD,TBD,0.0,Google Calendar Creation,0.0,
595,Pushmail Ticket Deflection,2/1/2020,280.0,deflection of non-actionable pushmail certificate requests submitted to IT Support triage,19.6,Monthly,Monthly,40.0,Pushmail Ticket Deflection,7.0,0
596,Windows AD Account Mgmt,1/1/2020,0.0,"Creates Windows AD account, and adds permissions",WIP,TBD,TBD,0.0,Windows AD Account Mgmt,0.0,0
597,Autolist KB Daily Update,6/1/2020,0.0,Updates the ServiceNow KnowledgeBase daily to populate a list of automated Mailing Lists,blocked,TBD,TBD,0.0,Autolist KB Daily Update,0.0,
598,Pushmail Ticket Deflection,1/1/2020,77.0,deflection of non-actionable pushmail certificate requests submitted to IT Support triage,19.6,Monthly,Monthly,11.0,Pushmail Ticket Deflection,7.0,0
599,ALGE,4/1/2021,0.0,Automated LDAP GES engineer group additions at onboard,6,,monthly,0.0,ALGE,30.0,
600,Google Alias,11/1/2021,484.0,Creation of Google aliases (used for associate personal aliases),72.4,,monthly,0.0,,0.0,
601,GWS' Weekly Email Reminders,2/1/2021,0.0,sends scheduled email reminders for GWS (fridge cleanout and snack time),0,Monthly,Monthly,0.0,,0.0,
602,SFDC Account Terminations,10/1/2021,0.0,GSS SFDC account terminations for departed users,WIP,TBD,TBD,0.0,,0.0,
603,LDAP POSIX Group,12/1/2021,4212.0,Provisions a POSIX LDAP account as requested via ServiceNow webform,814,Monthly,Monthly,351.0,LDAP POSIX Group,12.0,
604,Tableau API Token Refresher,1/1/2020,0.0,Refreshes Tableau API access token to prevent lockout,9.22,Monthly,Monthly,0.0,Tableau API Token Refresher,7.0,3240
605,Humanity Schedule Bot,1/1/2021,155.0,"Google Hangouts Chat bot identifies on-shift support (who is the Queue Manager, CLT Agent on call...)",13.46,daily,daily,62.0,Humanity Schedule Bot,2.5,1440
606,Google Alias,8/1/2020,0.0,Creation of Google aliases (used for associate personal aliases),72.4,,monthly,0.0,,0.0,
607,MPaaS+ Migration Support,2/1/2021,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ migrations,6.27,,Monthly,0.0,,0.0,
608,GSS Salesforce Account Create,2/1/2020,100.0,"Scripted Account creation for Salesforce accounts (only for GSS eligible cost centers, like CEE)",13.75,Daily,Daily,4.0,GSS Salesforce Account Create,25.0,0
609,GSS Salesforce Account Create,10/1/2021,375.0,"Scripted Account creation for Salesforce accounts (only for GSS eligible cost centers, like CEE)",13.75,Daily,Daily,15.0,GSS Salesforce Account Create,25.0,0
610,Google Group Management,10/1/2020,0.0,Creation and modification of Google groups (used for associate accounts and mailing lists),WIP,TBD,,0.0,,0.0,
611,RingCentral User Deployment,10/1/2021,60.0,Deploys new office user to RingCentral telephony platform at associate on-boarding,17.5833,TBD,Monthly,12.0,RingCentral User Deployment,5.0,6660
612,IT Hire Check,2/1/2020,0.0,Emails IT S&E content to new IT hires,64.5,,Daily,0.0,IT Hire Check,5.0,0
613,Google Alias,3/1/2020,0.0,Creation of Google aliases (used for associate personal aliases),72.4,,monthly,0.0,,0.0,
614,sn_tableau_ldap,7/1/2021,9457.0,Fully orchestrated Tableau LDAP requests,1080.8,Monthly,Monthly,1351.0,sn_tableau_ldap,7.0,0
615,Windows AD Account Mgmt,12/1/2021,0.0,"Creates Windows AD account, and adds permissions",WIP,TBD,TBD,0.0,Windows AD Account Mgmt,0.0,0
616,NGDC Service Catalog Item,6/1/2020,0.0,NextGen Data Center ServiceNow webform and workflow with RESTful API Ansible Tower call,13,,Daily,0.0,,0.0,
617,sn_tableau_ldap,10/1/2021,5551.0,Fully orchestrated Tableau LDAP requests,1080.8,Monthly,Monthly,793.0,sn_tableau_ldap,7.0,0
618,Mailing Lists,7/1/2020,2940.0,Automatically provisions a mailing list as requested via ServiceNow webform,783.67,Monthly,Monthly,147.0,Mailing Lists,20.0,
619,Autolist KB Daily Update,12/1/2020,0.0,Updates the ServiceNow KnowledgeBase daily to populate a list of automated Mailing Lists,blocked,TBD,TBD,0.0,Autolist KB Daily Update,0.0,
620,NGDC Service Catalog Item,9/1/2020,0.0,NextGen Data Center ServiceNow webform and workflow with RESTful API Ansible Tower call,13,,Daily,0.0,,0.0,
621,ALGE,5/1/2021,0.0,Automated LDAP GES engineer group additions at onboard,6,,monthly,0.0,ALGE,30.0,
622,IT Manager Check,6/1/2020,0.0,Emails IT S&E content to new IT Manager hires,5.3,,Daily,0.0,IT Manager Check,5.0,0
623,Tableau API Token Refresher,4/1/2021,28.0,Refreshes Tableau API access token to prevent lockout,9.22,Monthly,Monthly,4.0,Tableau API Token Refresher,7.0,3240
624,Google Group Management,1/1/2020,0.0,Creation and modification of Google groups (used for associate accounts and mailing lists),WIP,TBD,,0.0,,0.0,
625,LDAP-Rover Syncs,7/1/2020,0.0,"Syncs some IT LDAP groups to Rover. Prevents manual search, copy/paste across many groups",0,daily,,0.0,,0.0,
626,Tableau LDAP,7/1/2021,7248.0,Creates and permissions Tableau users upon request,1475,Monthly,Monthly,906.0,Tableau LDAP,8.0,0
627,Mail Alias,1/1/2020,1128.0,Automated provisioning of a mail alias (if available) as requested via ServiceNow webform,188.13,Monthly,Monthly,141.0,Mail Alias,8.0,
628,Tableau LDAP,12/1/2021,5160.0,Creates and permissions Tableau users upon request,1475,Monthly,Monthly,645.0,Tableau LDAP,8.0,0
629,MPaaS+ General Support Request,7/1/2020,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ general support/issues,28,,Monthly,0.0,,0.0,
630,GSS Salesforce Account Create,3/1/2020,25.0,"Scripted Account creation for Salesforce accounts (only for GSS eligible cost centers, like CEE)",13.75,Daily,Daily,1.0,GSS Salesforce Account Create,25.0,0
631,Tableau ServiceGroups,1/1/2021,552.0,Applies LDAP servicegroup for BI Data Virt access (for IT-Operations' tickets),161.6,Monthly,Monthly,69.0,Tableau ServiceGroups,8.0,0
632,Tableau LDAP,8/1/2021,9256.0,Creates and permissions Tableau users upon request,1475,Monthly,Monthly,1157.0,Tableau LDAP,8.0,0
633,Autolist KB Daily Update,12/1/2021,0.0,Updates the ServiceNow KnowledgeBase daily to populate a list of automated Mailing Lists,blocked,TBD,TBD,0.0,Autolist KB Daily Update,0.0,
634,NGDC Service Catalog Item,3/1/2021,40.0,NextGen Data Center ServiceNow webform and workflow with RESTful API Ansible Tower call,13,,Daily,0.0,,0.0,
635,MPaaS+ General Support Request,3/1/2021,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ general support/issues,28,,Monthly,0.0,,0.0,
636,Support Chat Notification Bot,8/1/2020,242.5,Notifies Support in Google Hangouts Chat that a Support Chat customer is waiting,32.33,Weekly,Weekly,485.0,Support Chat Notification Bot,0.5,0
637,IT Hire Check,1/1/2020,0.0,Emails IT S&E content to new IT hires,64.5,,Daily,0.0,IT Hire Check,5.0,0
638,ServiceNow Lookup module,6/1/2021,0.0,Ability to automatically pull Service-Now data and interact with Service-now tasks / processes.,16.6,Monthly,,0.0,,0.0,
639,Pushmail Ticket Deflection,12/1/2021,49.0,deflection of non-actionable pushmail certificate requests submitted to IT Support triage,19.6,Monthly,Monthly,7.0,Pushmail Ticket Deflection,7.0,0
640,Tableau ServiceGroups,9/1/2021,928.0,Applies LDAP servicegroup for BI Data Virt access (for IT-Operations' tickets),161.6,Monthly,Monthly,116.0,Tableau ServiceGroups,8.0,0
641,Pushmail Ticket Deflection,5/1/2020,161.0,deflection of non-actionable pushmail certificate requests submitted to IT Support triage,19.6,Monthly,Monthly,23.0,Pushmail Ticket Deflection,7.0,0
642,NHO Prep Tasks,9/1/2020,0.0,Expedites the preparation phase for GES NHO tasks,WIP,TBD,TBD,0.0,,0.0,
643,IT Manager Check,9/1/2021,75.0,Emails IT S&E content to new IT Manager hires,5.3,,Daily,15.0,IT Manager Check,5.0,0
644,Autolist KB Daily Update,2/1/2020,0.0,Updates the ServiceNow KnowledgeBase daily to populate a list of automated Mailing Lists,blocked,TBD,TBD,0.0,Autolist KB Daily Update,0.0,
645,Google Calendar Creation,7/1/2021,0.0,Automation of approved Google Calendar requests via ServiceNow form,WIP,TBD,TBD,0.0,Google Calendar Creation,0.0,
646,Humanity Schedule Bot,6/1/2021,75.0,"Google Hangouts Chat bot identifies on-shift support (who is the Queue Manager, CLT Agent on call...)",13.46,daily,daily,30.0,Humanity Schedule Bot,2.5,1440
647,Autolist KB Daily Update,5/1/2021,0.0,Updates the ServiceNow KnowledgeBase daily to populate a list of automated Mailing Lists,blocked,TBD,TBD,0.0,Autolist KB Daily Update,0.0,
648,RingCentral User Termination,12/1/2020,0.0,Terminates office user in RingCentral telephony platform at associate departure,WIP,TBD,TBD,0.0,,0.0,
649,ggroupMembership,2/1/2020,0.0,"App to assist GES engineers with an SME only task, querying Google Group membership",9.6,,monthly,0.0,ggroupmembership,0.0,
650,NGDC Service Catalog Item,5/1/2020,0.0,NextGen Data Center ServiceNow webform and workflow with RESTful API Ansible Tower call,13,,Daily,0.0,,0.0,
651,Tableau API Token Refresher,6/1/2021,28.0,Refreshes Tableau API access token to prevent lockout,9.22,Monthly,Monthly,4.0,Tableau API Token Refresher,7.0,3240
652,Google Alias,10/1/2021,100.0,Creation of Google aliases (used for associate personal aliases),72.4,,monthly,0.0,,0.0,
653,IT Hire Check,11/1/2020,0.0,Emails IT S&E content to new IT hires,64.5,,Daily,0.0,IT Hire Check,5.0,0
654,LDAP Service Group,10/1/2021,0.0,Deprecated form/workflow; See J19 - Tableau ServiceGroups values,0,Monthly,,0.0,,0.0,
655,LDAP POSIX Group,6/1/2020,3912.0,Provisions a POSIX LDAP account as requested via ServiceNow webform,814,Monthly,Monthly,326.0,LDAP POSIX Group,12.0,
656,LDAP-Rover Syncs,11/1/2020,0.0,"Syncs some IT LDAP groups to Rover. Prevents manual search, copy/paste across many groups",0,daily,,0.0,,0.0,
657,Tableau LDAP,4/1/2021,6720.0,Creates and permissions Tableau users upon request,1475,Monthly,Monthly,840.0,Tableau LDAP,8.0,0
658,MPaaS+ General Support Request,2/1/2020,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ general support/issues,28,,Monthly,0.0,,0.0,
659,NHO Prep Tasks,1/1/2021,0.0,Expedites the preparation phase for GES NHO tasks,WIP,TBD,TBD,0.0,,0.0,
660,RingCentral User Termination,5/1/2021,0.0,Terminates office user in RingCentral telephony platform at associate departure,WIP,TBD,TBD,0.0,,0.0,
661,LDAP lookup module,7/1/2021,0.0,Reusable code for automation toolbelt - adds ability to query LDAP source data.,0,Monthly,,0.0,,0.0,
662,LDAP POSIX Group,1/1/2020,5184.0,Provisions a POSIX LDAP account as requested via ServiceNow webform,814,Monthly,Monthly,432.0,LDAP POSIX Group,12.0,
663,RHEL 8 Deployment,1/1/2021,0.0,Automated the deployment of RHEL 8 upgrades for all GES Engineers,49.5,Monthly,,0.0,,0.0,
664,ggroupMembership,6/1/2021,0.0,"App to assist GES engineers with an SME only task, querying Google Group membership",9.6,,monthly,0.0,ggroupmembership,0.0,
665,Tableau ServiceGroups,5/1/2020,616.0,Applies LDAP servicegroup for BI Data Virt access (for IT-Operations' tickets),161.6,Monthly,Monthly,77.0,Tableau ServiceGroups,8.0,0
666,Google Calendar Creation,7/1/2020,0.0,Automation of approved Google Calendar requests via ServiceNow form,WIP,TBD,TBD,0.0,Google Calendar Creation,0.0,
667,ALGE,9/1/2020,0.0,Automated LDAP GES engineer group additions at onboard,6,,monthly,0.0,ALGE,30.0,
668,LDAP-Rover Syncs,10/1/2020,0.0,"Syncs some IT LDAP groups to Rover. Prevents manual search, copy/paste across many groups",0,daily,,0.0,,0.0,
669,RHEL 8 Deployment,12/1/2021,0.0,Automated the deployment of RHEL 8 upgrades for all GES Engineers,49.5,Monthly,,0.0,,0.0,
670,Autolist KB Daily Update,11/1/2020,0.0,Updates the ServiceNow KnowledgeBase daily to populate a list of automated Mailing Lists,blocked,TBD,TBD,0.0,Autolist KB Daily Update,0.0,
671,Mailing Lists,9/1/2020,3140.0,Automatically provisions a mailing list as requested via ServiceNow webform,783.67,Monthly,Monthly,157.0,Mailing Lists,20.0,
672,Google Calendar Creation,2/1/2020,0.0,Automation of approved Google Calendar requests via ServiceNow form,WIP,TBD,TBD,0.0,Google Calendar Creation,0.0,
673,MPaaS+ Migration Support,5/1/2020,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ migrations,6.27,,Monthly,0.0,,0.0,
674,Tableau ServiceGroups,7/1/2020,480.0,Applies LDAP servicegroup for BI Data Virt access (for IT-Operations' tickets),161.6,Monthly,Monthly,60.0,Tableau ServiceGroups,8.0,0
675,ALGE,8/1/2021,30.0,Automated LDAP GES engineer group additions at onboard,6,,monthly,1.0,ALGE,30.0,
676,Google Calendar Creation,4/1/2020,0.0,Automation of approved Google Calendar requests via ServiceNow form,WIP,TBD,TBD,0.0,Google Calendar Creation,0.0,
677,SFDC Account Terminations,5/1/2021,0.0,GSS SFDC account terminations for departed users,WIP,TBD,TBD,0.0,,0.0,
678,ServiceNow Lookup module,3/1/2021,0.0,Ability to automatically pull Service-Now data and interact with Service-now tasks / processes.,16.6,Monthly,,0.0,,0.0,
679,global_wifi,1/1/2020,0.0,"Script created to update global wifi password for all RH offices, every 6 months",0,Monthly,Monthly,0.0,global_wifi,10.0,0
680,Google Group Management,7/1/2020,0.0,Creation and modification of Google groups (used for associate accounts and mailing lists),WIP,TBD,,0.0,,0.0,
681,Google Team Drive,1/1/2020,195.0,Scripted creation of Google Team Drive requests (trequested by ServiceNow webform submission),89.25,Monthly,Monthly,13.0,Google Team Drive,15.0,0
682,RHEL 8 Deployment,6/1/2021,0.0,Automated the deployment of RHEL 8 upgrades for all GES Engineers,49.5,Monthly,,0.0,,0.0,
683,Humanity Schedule Bot,12/1/2020,0.0,"Google Hangouts Chat bot identifies on-shift support (who is the Queue Manager, CLT Agent on call...)",13.46,daily,daily,0.0,Humanity Schedule Bot,2.5,1440
684,Rehire Associate Check,11/1/2020,108.0,Identifies re-hired associates; reactivates BlueJeans accounts to avoid manually reacting,28.8,daily,daily,9.0,Rehire Associate Check,12.0,1440
685,NGDC Service Catalog Item,11/1/2021,80.0,NextGen Data Center ServiceNow webform and workflow with RESTful API Ansible Tower call,13,,Daily,0.0,,0.0,
686,RingCentral User Termination,2/1/2020,0.0,Terminates office user in RingCentral telephony platform at associate departure,WIP,TBD,TBD,0.0,,0.0,
687,MPaaS+ General Support Request,10/1/2021,352.0,Citizen Developed ServiceNow form and workflow for MPaaS+ general support/issues,28,,Monthly,0.0,,0.0,
688,LDAP POSIX Group,10/1/2020,3000.0,Provisions a POSIX LDAP account as requested via ServiceNow webform,814,Monthly,Monthly,250.0,LDAP POSIX Group,12.0,
689,Humanity Schedule Bot,2/1/2021,27.5,"Google Hangouts Chat bot identifies on-shift support (who is the Queue Manager, CLT Agent on call...)",13.46,daily,daily,11.0,Humanity Schedule Bot,2.5,1440
690,MPaaS+ General Support Request,4/1/2020,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ general support/issues,28,,Monthly,0.0,,0.0,
691,NHO Prep Tasks,12/1/2021,0.0,Expedites the preparation phase for GES NHO tasks,WIP,TBD,TBD,0.0,,0.0,
692,Tableau ServiceGroups,2/1/2021,400.0,Applies LDAP servicegroup for BI Data Virt access (for IT-Operations' tickets),161.6,Monthly,Monthly,50.0,Tableau ServiceGroups,8.0,0
693,RingCentral User Deployment,6/1/2020,0.0,Deploys new office user to RingCentral telephony platform at associate on-boarding,17.5833,TBD,Monthly,0.0,RingCentral User Deployment,5.0,6660
694,IT Hire Check,5/1/2020,0.0,Emails IT S&E content to new IT hires,64.5,,Daily,0.0,IT Hire Check,5.0,0
695,Mailing Lists,2/1/2020,4460.0,Automatically provisions a mailing list as requested via ServiceNow webform,783.67,Monthly,Monthly,223.0,Mailing Lists,20.0,
696,Humanity Schedule Bot,4/1/2021,40.0,"Google Hangouts Chat bot identifies on-shift support (who is the Queue Manager, CLT Agent on call...)",13.46,daily,daily,16.0,Humanity Schedule Bot,2.5,1440
697,MPaaS+ General Support Request,6/1/2021,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ general support/issues,28,,Monthly,0.0,,0.0,
698,Google Alias,12/1/2021,708.0,Creation of Google aliases (used for associate personal aliases),72.4,,monthly,0.0,,0.0,
699,MPaaS+ Migration Support,8/1/2020,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ migrations,6.27,,Monthly,0.0,,0.0,
700,Tableau API Token Refresher,2/1/2020,0.0,Refreshes Tableau API access token to prevent lockout,9.22,Monthly,Monthly,0.0,Tableau API Token Refresher,7.0,3240
701,LDAP Service Group,3/1/2020,0.0,Deprecated form/workflow; See J19 - Tableau ServiceGroups values,0,Monthly,,0.0,,0.0,
702,Email Alias Termination,12/1/2020,996.0,"Terminates the email alias for departed users not in France, Italy, Germany, or Switzerland",146.33,Monthly,Monthly,0.0,,0.0,
703,Tableau ServiceGroups,2/1/2020,408.0,Applies LDAP servicegroup for BI Data Virt access (for IT-Operations' tickets),161.6,Monthly,Monthly,51.0,Tableau ServiceGroups,8.0,0
704,Google Calendar Creation,3/1/2021,0.0,Automation of approved Google Calendar requests via ServiceNow form,WIP,TBD,TBD,0.0,Google Calendar Creation,0.0,
705,NGDC Service Catalog Item,10/1/2020,0.0,NextGen Data Center ServiceNow webform and workflow with RESTful API Ansible Tower call,13,,Daily,0.0,,0.0,
706,LDAP Service Group,9/1/2021,0.0,Deprecated form/workflow; See J19 - Tableau ServiceGroups values,0,Monthly,,0.0,,0.0,
707,Mailing Lists,3/1/2020,5200.0,Automatically provisions a mailing list as requested via ServiceNow webform,783.67,Monthly,Monthly,260.0,Mailing Lists,20.0,
708,Google Group Management,3/1/2020,0.0,Creation and modification of Google groups (used for associate accounts and mailing lists),WIP,TBD,,0.0,,0.0,
709,Mailing Lists,1/1/2021,4980.0,Automatically provisions a mailing list as requested via ServiceNow webform,783.67,Monthly,Monthly,249.0,Mailing Lists,20.0,
710,Humanity Schedule Bot,12/1/2021,0.0,"Google Hangouts Chat bot identifies on-shift support (who is the Queue Manager, CLT Agent on call...)",13.46,daily,daily,0.0,Humanity Schedule Bot,2.5,1440
711,Email Alias Termination,3/1/2021,380.0,"Terminates the email alias for departed users not in France, Italy, Germany, or Switzerland",146.33,Monthly,Monthly,0.0,,0.0,
712,Windows AD Account Mgmt,11/1/2021,0.0,"Creates Windows AD account, and adds permissions",WIP,TBD,TBD,0.0,Windows AD Account Mgmt,0.0,0
713,GWS' Weekly Email Reminders,9/1/2020,76.0,sends scheduled email reminders for GWS (fridge cleanout and snack time),0,Monthly,Monthly,0.0,,0.0,
714,RingCentral User Termination,7/1/2021,0.0,Terminates office user in RingCentral telephony platform at associate departure,WIP,TBD,TBD,0.0,,0.0,
715,LDAP-Rover Syncs,7/1/2021,0.0,"Syncs some IT LDAP groups to Rover. Prevents manual search, copy/paste across many groups",0,daily,,0.0,,0.0,
716,MPaaS+ Migration Support,1/1/2020,0.0,Citizen Developed ServiceNow form and workflow for MPaaS+ migrations,6.27,,Monthly,0.0,,0.0,
717,NHO Prep Tasks,5/1/2021,0.0,Expedites the preparation phase for GES NHO tasks,WIP,TBD,TBD,0.0,,0.0,
718,Tableau LDAP,8/1/2020,9408.0,Creates and permissions Tableau users upon request,1475,Monthly,Monthly,1176.0,Tableau LDAP,8.0,0
719,Humanity Schedule Bot,10/1/2021,110.0,"Google Hangouts Chat bot identifies on-shift support (who is the Queue Manager, CLT Agent on call...)",13.46,daily,daily,44.0,Humanity Schedule Bot,2.5,1440
720,SFDC Account Terminations,3/1/2020,0.0,GSS SFDC account terminations for departed users,WIP,TBD,TBD,0.0,,0.0,
721,LDAP-Rover Syncs,2/1/2021,0.0,"Syncs some IT LDAP groups to Rover. Prevents manual search, copy/paste across many groups",0,daily,,0.0,,0.0,
722,NHO Prep Tasks,2/1/2021,0.0,Expedites the preparation phase for GES NHO tasks,WIP,TBD,TBD,0.0,,0.0,
723,GSS Salesforce Account Create,2/1/2021,0.0,"Scripted Account creation for Salesforce accounts (only for GSS eligible cost centers, like CEE)",13.75,Daily,Daily,0.0,GSS Salesforce Account Create,25.0,0
724,RHEL 8 Deployment,4/1/2020,540.0,Automated the deployment of RHEL 8 upgrades for all GES Engineers,49.5,Monthly,,0.0,,0.0,
725,Email Alias Termination,12/1/2021,1588.0,"Terminates the email alias for departed users not in France, Italy, Germany, or Switzerland",146.33,Monthly,Monthly,0.0,,0.0,
726,IT Manager Check,11/1/2020,0.0,Emails IT S&E content to new IT Manager hires,5.3,,Daily,0.0,IT Manager Check,5.0,0
727,Mail Alias,12/1/2021,672.0,Automated provisioning of a mail alias (if available) as requested via ServiceNow webform,188.13,Monthly,Monthly,84.0,Mail Alias,8.0,
728,RHEL 8 Deployment,6/1/2020,270.0,Automated the deployment of RHEL 8 upgrades for all GES Engineers,49.5,Monthly,,0.0,,0.0,
729,Tableau API Token Refresher,8/1/2020,35.0,Refreshes Tableau API access token to prevent lockout,9.22,Monthly,Monthly,5.0,Tableau API Token Refresher,7.0,3240
730,LDAP Service Group,2/1/2021,0.0,Deprecated form/workflow; See J19 - Tableau ServiceGroups values,0,Monthly,,0.0,,0.0,
731,Mailing Lists,5/1/2020,4040.0,Automatically provisions a mailing list as requested via ServiceNow webform,783.67,Monthly,Monthly,202.0,Mailing Lists,20.0,
732,Bulk Email Alias Deletions,7/1/2020,0.0,Bulk deletion of email aliases for managers with multiple departed reportees,WIP,TBD,TBD,0.0,Bulk Email Alias Deletions,0.0,
733,DBA - Redshift Account Deployment,11/1/2020,637.5,Automation of database account requests for the AWS Redshift Database,153,Monthly,Monthly,85.0,DBA - Redshift Account Deployment,7.5,0
734,ServiceNow Lookup module,9/1/2021,0.0,Ability to automatically pull Service-Now data and interact with Service-now tasks / processes.,16.6,Monthly,,0.0,,0.0,
735,LDAP lookup module,6/1/2021,0.0,Reusable code for automation toolbelt - adds ability to query LDAP source data.,0,Monthly,,0.0,,0.0,
736,Bulk Email Alias Deletions,8/1/2021,0.0,Bulk deletion of email aliases for managers with multiple departed reportees,WIP,TBD,TBD,0.0,Bulk Email Alias Deletions,0.0,
737,ALGE,2/1/2020,0.0,Automated LDAP GES engineer group additions at onboard,6,,monthly,0.0,ALGE,30.0,
738,Humanity Schedule Bot,2/1/2020,20.0,"Google Hangouts Chat bot identifies on-shift support (who is the Queue Manager, CLT Agent on call...)",13.46,daily,daily,8.0,Humanity Schedule Bot,2.5,1440
739,DBA - Redshift Account Deployment,4/1/2020,0.0,Automation of database account requests for the AWS Redshift Database,153,Monthly,Monthly,0.0,DBA - Redshift Account Deployment,7.5,0
740,Tableau API Token Refresher,9/1/2020,28.0,Refreshes Tableau API access token to prevent lockout,9.22,Monthly,Monthly,4.0,Tableau API Token Refresher,7.0,3240
